RideID,RideDate,UserID,City,VehicleType,TripDistanceKM,TripDurationMin,BaseFare,TotalFare,DriverRating,CancellationStatus,PaymentMethod,DriverID,DriverExperienceYears,SurgeApplied,IsPeakHour,RideStartTime,WeatherCondition,DeviceType,PromoCodeUsed,TripCancelledBy
RIDE102455,2023-01-24 11:16:00,USER5128,Delhi,SUV,4.34,17.7,100.68,122.53,1,Completed,Card,DR00611,0.6,1.2,No,11:16,Clear,Android,Yes,NA
RIDE102456,2023-11-24 11:38:00,USER9186,Pune,Bike,11.66,24.2,63.0,99.73,4,Completed,UPI,DR00447,7.9,2.0,No,11:38,Clear,iOS,No,NA
RIDE102457,2023-07-11 09:01:00,USER2486,Delhi,Sedan,16.03,44.8,142.56,256.82,3,Completed,Cash,DR00275,8.5,1.0,Yes,09:01,Clear,Android,No,NA
RIDE102458,2023-09-11 19:49:00,USER4023,Chennai,Auto,12.73,41.1,108.4,177.4,1,Completed,UPI,DR00927,7.8,1.2,Yes,19:49,Clear,Web,No,NA
RIDE102459,2023-03-05 08:08:00,USER5268,Delhi,Bike,10.64,29.6,146.46,224.38,5,Completed,Wallet,DR00094,1.2,1.2,No,08:08,Clear,iOS,No,NA
RIDE102460,2023-11-16 17:18:00,USER7576,Chennai,SUV,24.85,19.6,99.61,223.38,1,Completed,Cash,DR00863,7.7,1.2,Yes,17:18,Clear,iOS,No,NA
RIDE102461,2023-03-27 11:28:00,USER4286,Pune,SUV,22.13,69.8,128.54,270.77,4,Completed,Cash,DR00236,0.9,1.2,No,11:28,Rainy,Web,No,NA
RIDE102462,2023-06-22 12:55:00,USER4713,Chennai,Bike,15.96,89.2,127.57,229.37,4,Completed,Cash,DR00373,1.5,1.0,No,12:55,Clear,Web,No,NA
RIDE102463,2023-06-02 19:53:00,USER6754,Delhi,Bike,14.67,71.1,70.48,122.18,5,Cancelled,UPI,DR00387,4.7,1.0,No,19:53,Clear,Web,No,User
RIDE102464,2023-09-13 07:43:00,USER2336,Hyderabad,SUV,15.9,30.2,145.68,261.5,3,Completed,UPI,DR00383,5.0,1.2,No,07:43,Foggy,Web,Yes,NA
RIDE102465,2023-11-08 18:45:00,USER6565,Mumbai,Sedan,5.83,25.8,32.63,42.14,3,Completed,Cash,DR00198,8.3,1.0,Yes,18:45,Clear,Android,No,NA
RIDE102466,2023-05-01 20:44:00,USER8401,Mumbai,Bike,10.48,23.5,122.25,186.31,3,Completed,Cash,DR00054,7.0,1.5,No,20:44,Cloudy,iOS,Yes,NA
RIDE102467,2023-04-12 09:18:00,USER2540,Chennai,Sedan,1.95,16.6,145.87,160.09,1,Completed,Card,DR00287,2.0,1.5,Yes,09:18,Clear,Android,No,NA
RIDE102468,2023-05-31 10:56:00,USER9583,Mumbai,Auto,12.41,51.9,70.67,114.52,5,Completed,UPI,DR00224,2.6,1.5,No,10:56,Foggy,Android,No,NA
RIDE102469,2023-05-31 16:35:00,USER5223,Bangalore,Auto,14.03,56.5,107.77,183.37,3,Completed,UPI,DR00321,3.2,1.0,Yes,16:35,Clear,Web,No,NA
RIDE102470,2023-02-13 05:21:00,USER1334,Hyderabad,SUV,6.47,65.0,97.47,129.0,4,Cancelled,Cash,DR00679,1.7,1.0,Yes,05:21,Clear,Web,Yes,User
RIDE102471,2023-09-13 10:56:00,USER1997,Bangalore,Sedan,24.14,62.8,121.38,267.89,1,Completed,Cash,DR00771,3.2,1.0,No,10:56,Clear,Android,No,NA
RIDE102472,2023-07-24 16:19:00,USER1969,Pune,SUV,22.83,29.8,133.94,286.83,2,Completed,UPI,DR00671,7.4,2.0,Yes,16:19,Clear,Web,No,NA
RIDE102473,2023-05-03 14:36:00,USER7113,Delhi,SUV,18.33,33.1,102.37,196.19,3,Completed,Card,DR00936,2.8,1.0,No,14:36,Clear,Android,Yes,NA
RIDE102474,2023-08-24 16:15:00,USER2564,Chennai,SUV,13.8,62.9,127.91,216.17,1,Completed,Card,DR00759,8.4,1.0,No,16:15,Clear,Android,No,NA
RIDE102475,2023-08-02 02:09:00,USER3760,Chennai,Auto,21.88,34.7,67.47,141.28,1,Cancelled,UPI,DR00141,5.0,1.0,Yes,02:09,Clear,Android,No,System
RIDE102476,2023-07-30 16:27:00,USER1028,Hyderabad,Sedan,4.14,23.1,57.43,69.32,1,Completed,Wallet,DR00472,3.6,1.0,No,16:27,Clear,Web,Yes,NA
RIDE102477,2023-07-14 16:09:00,USER9669,Chennai,SUV,19.97,36.8,81.68,163.24,4,Completed,Cash,DR00232,4.4,1.0,Yes,16:09,Clear,Android,Yes,NA
RIDE102478,2023-03-11 08:10:00,USER1206,Mumbai,Bike,4.0,28.1,111.33,133.6,4,Completed,Wallet,DR00112,7.2,1.0,No,08:10,Clear,Android,No,NA
RIDE102479,2023-04-09 17:35:00,USER1076,Chennai,Bike,20.06,12.5,52.47,105.1,1,Completed,Card,DR00373,5.4,1.0,No,17:35,Cloudy,Web,Yes,NA
RIDE102480,2023-10-27 17:09:00,USER6355,Delhi,Sedan,7.62,75.6,111.64,154.17,4,Completed,Cash,DR00781,0.6,2.0,Yes,17:09,Clear,Web,No,NA
RIDE102481,2023-02-13 04:05:00,USER7303,Hyderabad,Bike,22.05,77.5,77.29,162.5,1,Completed,Wallet,DR00556,9.3,1.2,No,04:05,Clear,Web,No,NA
RIDE102482,2023-07-21 22:34:00,USER6017,Hyderabad,Bike,23.66,23.7,125.47,273.9,4,Completed,UPI,DR00564,1.1,1.2,No,22:34,Cloudy,Web,Yes,NA
RIDE102483,2023-04-03 09:31:00,USER1453,Pune,Bike,4.57,10.5,34.42,42.28,1,Completed,UPI,DR00736,9.4,1.0,No,09:31,Clear,Web,No,NA
RIDE102484,2023-04-07 14:56:00,USER7141,Hyderabad,Bike,12.1,67.8,110.16,176.81,2,Completed,Cash,DR00422,0.8,1.5,No,14:56,Clear,Android,No,NA
RIDE102485,2023-07-01 19:25:00,USER2136,Mumbai,Bike,24.54,23.0,107.98,240.47,1,Completed,Cash,DR00970,7.8,1.5,No,19:25,Clear,Web,Yes,NA
RIDE102486,2023-04-17 11:47:00,USER3824,Bangalore,SUV,12.6,38.4,142.91,232.94,1,Completed,Wallet,DR00720,5.6,2.0,No,11:47,Rainy,iOS,Yes,NA
RIDE102487,2023-08-23 13:02:00,USER4088,Bangalore,Bike,21.73,10.5,115.6,241.2,1,Completed,UPI,DR00650,5.3,1.0,Yes,13:02,Foggy,Android,Yes,NA
RIDE102488,2023-06-30 06:19:00,USER9162,Pune,Bike,15.13,24.2,125.56,220.55,2,Completed,Card,DR00813,1.2,1.5,Yes,06:19,Clear,iOS,Yes,NA
RIDE102489,2023-10-13 22:56:00,USER3978,Chennai,SUV,10.01,72.4,138.55,207.89,4,Completed,Cash,DR00659,2.8,1.0,No,22:56,Clear,iOS,Yes,NA
RIDE102490,2023-12-23 09:54:00,USER9768,Bangalore,Sedan,7.86,73.4,111.01,154.64,2,Completed,Cash,DR00089,7.9,1.0,No,09:54,Clear,iOS,Yes,NA
RIDE102491,2023-04-14 12:37:00,USER4577,Pune,Bike,5.88,22.6,64.82,83.88,5,Completed,Card,DR00589,9.0,1.0,Yes,12:37,Rainy,iOS,No,NA
RIDE102492,2023-07-15 16:10:00,USER6656,Chennai,Auto,19.28,33.6,134.37,263.9,2,Completed,Card,DR00060,5.5,1.2,No,16:10,Clear,Android,Yes,NA
RIDE102493,2023-10-29 15:06:00,USER2588,Hyderabad,Bike,10.28,16.4,119.71,181.24,1,Completed,Card,DR00292,3.9,1.2,No,15:06,Clear,Web,Yes,NA
RIDE102494,2023-10-01 04:36:00,USER3534,Bangalore,Sedan,13.27,11.3,80.93,134.63,5,Completed,UPI,DR00331,1.1,1.0,No,04:36,Clear,iOS,No,NA
RIDE102495,2023-11-26 03:07:00,USER7130,Hyderabad,Bike,12.82,89.3,115.26,189.14,1,Cancelled,Cash,DR00130,7.0,1.2,No,03:07,Clear,Android,Yes,User
RIDE102496,2023-02-24 23:44:00,USER3898,Chennai,Auto,14.85,60.7,134.12,233.7,4,Completed,UPI,DR00250,3.1,1.0,No,23:44,Clear,Web,Yes,NA
RIDE102497,2023-03-09 18:56:00,USER8220,Pune,Sedan,21.77,51.1,147.08,307.18,2,Cancelled,UPI,DR00671,1.0,1.0,No,18:56,Rainy,Web,No,User
RIDE102498,2023-10-21 08:19:00,USER3908,Bangalore,Sedan,24.54,70.1,144.28,321.31,1,Cancelled,Card,DR00416,6.8,1.0,No,08:19,Rainy,Android,No,Driver
RIDE102499,2023-07-22 14:20:00,USER9312,Delhi,SUV,10.78,76.4,69.04,106.25,2,Completed,UPI,DR00969,5.1,1.2,No,14:20,Clear,Web,Yes,NA
RIDE102500,2023-09-26 17:59:00,USER3438,Pune,Auto,20.86,73.6,80.6,164.67,3,Completed,Card,DR00855,0.6,1.0,Yes,17:59,Cloudy,Android,No,NA
RIDE102501,2023-11-28 02:22:00,USER8292,Pune,Auto,19.35,6.4,43.14,84.88,4,Completed,UPI,DR00379,1.6,1.0,No,02:22,Clear,Web,Yes,NA
RIDE102502,2023-12-22 09:11:00,USER1497,Pune,Auto,14.76,20.9,59.71,103.78,5,Completed,Wallet,DR00401,7.1,2.0,Yes,09:11,Foggy,iOS,No,NA
RIDE102503,2023-08-27 07:47:00,USER1635,Delhi,Bike,23.95,60.7,135.89,298.62,4,Completed,UPI,DR00494,1.1,1.5,Yes,07:47,Clear,iOS,No,NA
RIDE102504,2023-01-02 19:13:00,USER9807,Bangalore,Bike,5.81,36.9,73.3,94.59,3,Completed,Cash,DR00468,8.7,1.0,No,19:13,Clear,Web,Yes,NA
RIDE102505,2023-03-09 19:46:00,USER2970,Chennai,Bike,3.62,88.5,104.47,123.38,4,Completed,Card,DR00530,3.5,1.2,Yes,19:46,Clear,Web,No,NA
RIDE102506,2023-11-30 19:58:00,USER6106,Bangalore,Auto,21.5,61.6,109.92,228.08,3,Completed,Wallet,DR00095,1.3,1.0,Yes,19:58,Clear,Android,No,NA
RIDE102507,2023-09-18 20:23:00,USER5774,Chennai,SUV,11.54,86.3,123.82,195.26,1,Completed,Cash,DR00624,7.7,1.2,No,20:23,Foggy,Web,No,NA
RIDE102508,2023-02-16 02:47:00,USER2765,Delhi,Sedan,21.33,22.1,51.94,107.33,1,Completed,Card,DR00858,5.5,1.0,No,02:47,Cloudy,Web,Yes,NA
RIDE102509,2023-10-17 14:35:00,USER6718,Bangalore,SUV,22.43,78.4,66.58,141.25,1,Completed,Wallet,DR00267,3.4,1.0,No,14:35,Foggy,Web,Yes,NA
RIDE102510,2023-06-08 14:51:00,USER3955,Delhi,Sedan,2.5,32.3,83.8,94.28,5,Completed,UPI,DR00492,4.4,1.0,No,14:51,Clear,Web,No,NA
RIDE102511,2023-11-09 20:33:00,USER9494,Chennai,SUV,22.2,89.1,73.78,155.68,1,Completed,Wallet,DR00970,0.7,1.0,Yes,20:33,Cloudy,Web,No,NA
RIDE102512,2023-06-04 06:22:00,USER3742,Bangalore,Sedan,11.76,18.4,147.95,234.94,3,Completed,Cash,DR00296,6.8,1.0,No,06:22,Rainy,Android,Yes,NA
RIDE102513,2023-12-27 05:46:00,USER2633,Pune,Auto,13.25,48.9,130.19,216.44,3,Completed,UPI,DR00280,4.0,1.5,Yes,05:46,Foggy,Android,Yes,NA
RIDE102514,2023-07-15 13:01:00,USER9153,Bangalore,SUV,16.04,72.4,87.56,157.78,2,Completed,Card,DR00492,7.3,2.0,Yes,13:01,Clear,Android,No,NA
RIDE102515,2023-08-24 02:28:00,USER4164,Hyderabad,Sedan,23.23,41.8,135.51,292.9,4,Completed,Wallet,DR00196,6.5,1.5,No,02:28,Rainy,Android,No,NA
RIDE102516,2023-07-26 12:08:00,USER3543,Delhi,SUV,1.46,44.8,71.72,76.96,1,Completed,Cash,DR00227,6.7,2.0,Yes,12:08,Clear,iOS,Yes,NA
RIDE102517,2023-09-03 22:41:00,USER6527,Pune,Sedan,12.44,88.8,124.3,201.61,4,Completed,Wallet,DR00425,8.0,1.0,Yes,22:41,Clear,Android,Yes,NA
RIDE102518,2023-04-06 02:17:00,USER8449,Delhi,Sedan,17.51,41.2,56.84,106.6,5,Completed,UPI,DR00401,6.5,1.2,No,02:17,Clear,Android,No,NA
RIDE102519,2023-12-20 09:53:00,USER9978,Hyderabad,Auto,18.34,56.3,122.68,235.18,2,Completed,Cash,DR00230,4.5,1.0,No,09:53,Rainy,Web,No,NA
RIDE102520,2023-09-08 07:17:00,USER7370,Mumbai,Sedan,17.62,9.6,84.77,159.45,3,Completed,Wallet,DR00351,4.2,1.5,Yes,07:17,Foggy,Web,No,NA
RIDE102521,2023-02-05 06:00:00,USER8338,Mumbai,Auto,4.23,76.6,42.9,51.97,1,Completed,Card,DR00642,1.6,1.5,Yes,06:00,Clear,iOS,Yes,NA
RIDE102522,2023-02-03 10:54:00,USER2906,Mumbai,SUV,8.19,60.1,62.79,88.5,1,Cancelled,Wallet,DR00478,7.9,1.0,Yes,10:54,Rainy,Android,No,System
RIDE102523,2023-03-14 12:11:00,USER2072,Delhi,Sedan,9.61,39.3,78.27,115.88,4,Completed,Wallet,DR00802,7.7,1.0,No,12:11,Clear,Web,Yes,NA
RIDE102524,2023-12-01 15:46:00,USER6543,Mumbai,Auto,20.31,6.4,119.92,241.7,3,Completed,Wallet,DR00129,2.8,1.0,Yes,15:46,Rainy,Android,Yes,NA
RIDE102525,2023-01-12 20:32:00,USER5034,Chennai,Bike,7.69,55.3,38.76,53.66,2,Completed,UPI,DR00010,8.7,1.0,Yes,20:32,Rainy,iOS,Yes,NA
RIDE102526,2023-04-01 11:12:00,USER6991,Pune,Sedan,6.06,6.1,109.15,142.22,3,Completed,Cash,DR00604,6.1,2.0,No,11:12,Foggy,iOS,No,NA
RIDE102527,2023-04-26 00:57:00,USER3316,Hyderabad,Bike,23.98,5.1,115.92,254.91,2,Completed,Wallet,DR00668,5.0,1.5,No,00:57,Foggy,Web,Yes,NA
RIDE102528,2023-11-18 08:01:00,USER4923,Hyderabad,SUV,1.21,57.4,108.47,115.03,3,Completed,Cash,DR00636,0.7,1.0,Yes,08:01,Clear,Web,Yes,NA
RIDE102529,2023-11-29 10:13:00,USER9040,Delhi,Sedan,24.95,21.1,121.28,272.58,1,Completed,Cash,DR00308,4.1,1.0,Yes,10:13,Foggy,Web,No,NA
RIDE102530,2023-01-01 11:48:00,USER4085,Hyderabad,Bike,17.24,21.3,51.38,95.67,1,Completed,Cash,DR00280,6.6,1.0,Yes,11:48,Clear,iOS,No,NA
RIDE102531,2023-11-08 12:20:00,USER7623,Mumbai,Sedan,20.88,60.5,100.45,205.32,3,Completed,UPI,DR00794,1.4,2.0,No,12:20,Rainy,Web,Yes,NA
RIDE102532,2023-05-28 07:46:00,USER1681,Mumbai,Auto,8.07,9.6,142.94,200.62,4,Completed,Cash,DR00581,4.9,1.5,Yes,07:46,Rainy,Web,Yes,NA
RIDE102533,2023-04-07 01:20:00,USER6870,Chennai,SUV,1.34,31.6,103.29,110.21,3,Completed,Card,DR00267,9.9,1.2,No,01:20,Foggy,Web,No,NA
RIDE102534,2023-08-08 19:28:00,USER1960,Hyderabad,Sedan,18.71,17.7,103.36,200.05,3,Completed,UPI,DR00005,7.3,1.2,No,19:28,Clear,Web,No,NA
RIDE102535,2023-04-26 18:19:00,USER8871,Pune,Bike,21.02,54.3,118.37,242.78,4,Completed,Card,DR00592,5.7,1.2,Yes,18:19,Clear,Android,No,NA
RIDE102536,2023-07-19 12:50:00,USER2618,Bangalore,Sedan,18.77,61.3,69.98,135.66,4,Completed,Card,DR00659,5.6,1.0,No,12:50,Clear,Android,Yes,NA
RIDE102537,2023-03-09 23:14:00,USER9517,Bangalore,Bike,4.43,66.3,114.06,139.32,2,Completed,Card,DR00290,0.9,1.5,No,23:14,Clear,Web,Yes,NA
RIDE102538,2023-09-20 11:03:00,USER2490,Delhi,Auto,19.08,26.7,139.95,273.46,3,Completed,Card,DR00632,9.6,1.2,Yes,11:03,Clear,iOS,No,NA
RIDE102539,2023-07-02 07:52:00,USER6251,Bangalore,Auto,19.45,12.6,31.31,61.76,5,Completed,Wallet,DR00658,9.3,1.0,Yes,07:52,Clear,Android,Yes,NA
RIDE102540,2023-03-02 00:24:00,USER9639,Hyderabad,SUV,16.8,11.7,134.41,247.31,2,Completed,UPI,DR00139,7.0,1.0,Yes,00:24,Rainy,Android,No,NA
RIDE102541,2023-09-28 18:26:00,USER9715,Hyderabad,Auto,19.39,41.2,56.23,110.74,2,Completed,UPI,DR00689,1.4,1.2,Yes,18:26,Rainy,Android,Yes,NA
RIDE102542,2023-05-01 12:45:00,USER9547,Mumbai,SUV,21.3,85.4,84.71,174.93,2,Completed,Cash,DR00944,2.5,1.0,Yes,12:45,Clear,Android,No,NA
RIDE102543,2023-02-07 17:02:00,USER7458,Hyderabad,SUV,15.73,23.5,132.28,236.32,1,Completed,Cash,DR00911,2.2,1.2,No,17:02,Clear,iOS,No,NA
RIDE102544,2023-10-16 14:34:00,USER9951,Hyderabad,SUV,3.13,26.8,128.87,149.04,4,Completed,UPI,DR00137,5.4,1.5,Yes,14:34,Clear,Android,No,NA
RIDE102545,2023-08-11 11:09:00,USER4292,Delhi,SUV,12.7,13.6,137.03,224.04,3,Completed,UPI,DR00396,2.5,1.2,Yes,11:09,Clear,iOS,No,NA
RIDE102546,2023-06-20 11:57:00,USER5629,Mumbai,SUV,2.86,56.5,142.85,163.28,2,Completed,Card,DR00657,7.1,1.2,No,11:57,Clear,Android,No,NA
RIDE102547,2023-11-09 13:21:00,USER6248,Delhi,Bike,10.78,62.8,83.66,128.75,1,Completed,Card,DR00740,5.7,1.2,No,13:21,Rainy,Web,Yes,NA
RIDE102548,2023-03-08 09:49:00,USER3219,Hyderabad,SUV,10.77,59.6,108.76,167.33,1,Completed,UPI,DR00081,0.7,1.0,Yes,09:49,Rainy,iOS,Yes,NA
RIDE102549,2023-03-11 07:27:00,USER8338,Mumbai,Bike,2.58,78.2,76.86,86.77,4,Completed,Cash,DR00992,7.6,1.0,No,07:27,Cloudy,iOS,No,NA
RIDE102550,2023-01-01 18:59:00,USER4244,Delhi,Sedan,9.37,46.3,72.09,105.86,5,Completed,Wallet,DR00404,2.3,1.0,No,18:59,Clear,Web,Yes,NA
RIDE102551,2023-06-05 09:48:00,USER5799,Pune,Sedan,3.66,16.4,81.79,96.76,3,Completed,UPI,DR00668,8.3,1.5,Yes,09:48,Clear,iOS,No,NA
RIDE102552,2023-12-14 04:48:00,USER7984,Chennai,SUV,20.4,29.6,119.17,240.72,4,Completed,Cash,DR00107,3.9,1.5,Yes,04:48,Rainy,Android,No,NA
RIDE102553,2023-02-26 18:04:00,USER7623,Bangalore,Bike,23.74,61.3,90.17,197.2,1,Completed,Card,DR00806,3.7,1.0,Yes,18:04,Rainy,Android,Yes,NA
RIDE102554,2023-04-07 15:05:00,USER8129,Chennai,SUV,2.74,57.1,127.69,145.18,2,Cancelled,Cash,DR00859,0.6,1.5,No,15:05,Clear,Web,No,Driver
RIDE102555,2023-06-14 16:58:00,USER7177,Bangalore,Sedan,23.92,50.1,119.43,262.27,5,Completed,Cash,DR00855,9.9,1.2,Yes,16:58,Rainy,iOS,No,NA
RIDE102556,2023-11-21 02:06:00,USER2349,Delhi,Bike,13.54,63.1,32.46,54.44,5,Completed,UPI,DR00808,6.3,2.0,No,02:06,Clear,Web,Yes,NA
RIDE102557,2023-01-07 18:18:00,USER9035,Delhi,Sedan,8.19,59.2,105.63,148.89,3,Cancelled,Wallet,DR00089,4.5,1.0,Yes,18:18,Rainy,iOS,Yes,System
RIDE102558,2023-01-06 20:54:00,USER1390,Pune,Sedan,2.84,79.9,82.39,94.09,1,Completed,UPI,DR00065,1.4,1.2,No,20:54,Clear,iOS,No,NA
RIDE102559,2023-09-08 04:23:00,USER9048,Mumbai,SUV,13.01,54.8,84.8,139.96,3,Completed,UPI,DR00232,7.1,1.2,No,04:23,Clear,Web,Yes,NA
RIDE102560,2023-03-29 19:31:00,USER2709,Delhi,Bike,20.07,71.2,128.2,256.85,5,Completed,Card,DR00463,3.2,1.0,Yes,19:31,Clear,iOS,No,NA
RIDE102561,2023-11-04 12:28:00,USER6267,Bangalore,Sedan,17.97,26.1,95.71,181.71,2,Completed,Card,DR00404,9.9,1.0,Yes,12:28,Rainy,Android,Yes,NA
RIDE102562,2023-04-07 05:55:00,USER8931,Delhi,Sedan,2.21,62.6,136.27,151.33,2,Completed,UPI,DR00620,9.5,1.0,No,05:55,Foggy,iOS,No,NA
RIDE102563,2023-12-14 20:25:00,USER7370,Chennai,Bike,2.75,81.7,115.54,131.43,3,Completed,UPI,DR00744,7.5,1.0,No,20:25,Rainy,iOS,Yes,NA
RIDE102564,2023-02-21 13:48:00,USER6011,Mumbai,Bike,10.67,37.8,96.34,147.74,4,Completed,Wallet,DR00182,9.7,1.0,Yes,13:48,Cloudy,Android,Yes,NA
RIDE102565,2023-06-16 17:08:00,USER9152,Chennai,Auto,8.09,71.2,120.54,169.3,4,Completed,Wallet,DR00254,1.5,1.2,Yes,17:08,Clear,iOS,No,NA
RIDE102566,2023-10-06 22:37:00,USER5705,Pune,Sedan,6.58,66.6,34.6,45.98,3,Completed,UPI,DR00609,3.2,1.2,No,22:37,Clear,Web,No,NA
RIDE102567,2023-03-07 01:10:00,USER1903,Pune,SUV,7.74,10.1,33.25,46.12,2,Completed,Cash,DR00962,2.9,2.0,Yes,01:10,Clear,Web,Yes,NA
RIDE102568,2023-03-16 14:02:00,USER9643,Hyderabad,Auto,20.28,54.4,40.0,80.56,1,Completed,Cash,DR00845,1.2,1.0,Yes,14:02,Clear,Android,No,NA
RIDE102569,2023-03-17 03:34:00,USER1682,Bangalore,Sedan,23.3,16.1,82.51,178.63,4,Completed,Card,DR00025,9.7,1.5,Yes,03:34,Rainy,Web,Yes,NA
RIDE102570,2023-08-17 04:12:00,USER4081,Delhi,Bike,10.72,87.2,58.25,89.47,3,Completed,UPI,DR00194,1.1,1.2,No,04:12,Clear,Android,Yes,NA
RIDE102571,2023-09-25 15:36:00,USER2461,Chennai,Sedan,22.75,74.0,148.11,316.59,4,Completed,Card,DR00735,8.6,1.0,No,15:36,Clear,Android,Yes,NA
RIDE102572,2023-08-06 21:51:00,USER6031,Pune,SUV,8.72,14.3,95.07,136.52,3,Completed,UPI,DR00947,7.8,1.2,Yes,21:51,Clear,iOS,No,NA
RIDE102573,2023-04-10 20:30:00,USER9893,Hyderabad,Sedan,12.43,15.3,109.49,177.54,3,Completed,Wallet,DR00269,4.1,1.2,No,20:30,Clear,iOS,Yes,NA
RIDE102574,2023-10-06 16:32:00,USER3840,Pune,Sedan,6.42,55.5,63.46,83.83,2,Completed,Card,DR00599,0.7,1.0,No,16:32,Clear,Web,No,NA
RIDE102575,2023-04-07 22:53:00,USER6138,Bangalore,Sedan,16.37,34.3,68.62,124.79,2,Completed,UPI,DR00980,0.6,1.2,No,22:53,Clear,Web,Yes,NA
RIDE102576,2023-04-15 00:32:00,USER1785,Delhi,Bike,24.5,8.0,70.26,156.33,1,Cancelled,UPI,DR00698,2.4,1.2,No,00:32,Clear,iOS,No,System
RIDE102577,2023-02-19 19:34:00,USER9753,Mumbai,SUV,15.48,51.0,113.85,201.97,4,Cancelled,Wallet,DR00035,5.2,2.0,No,19:34,Clear,Android,No,User
RIDE102578,2023-01-07 04:06:00,USER1458,Delhi,Auto,9.59,38.0,86.84,128.48,3,Cancelled,UPI,DR00838,4.9,1.5,Yes,04:06,Clear,Web,Yes,System
RIDE102579,2023-04-30 12:08:00,USER1773,Pune,Auto,16.55,13.6,92.12,168.35,5,Completed,Wallet,DR00331,6.1,1.2,No,12:08,Clear,Web,Yes,NA
RIDE102580,2023-11-17 11:17:00,USER5963,Mumbai,Sedan,3.95,73.2,101.04,121.0,3,Completed,Card,DR00286,7.8,1.2,No,11:17,Clear,iOS,Yes,NA
RIDE102581,2023-09-13 17:27:00,USER7306,Delhi,Sedan,22.33,82.8,122.26,258.76,1,Completed,Cash,DR00108,4.1,1.5,Yes,17:27,Clear,iOS,Yes,NA
RIDE102582,2023-06-05 03:24:00,USER4084,Hyderabad,Auto,13.07,69.3,40.84,67.53,4,Completed,Card,DR00023,2.0,2.0,No,03:24,Clear,Android,Yes,NA
RIDE102583,2023-04-21 05:27:00,USER6763,Mumbai,Sedan,11.78,74.9,123.22,195.8,1,Completed,UPI,DR00553,8.1,1.5,No,05:27,Clear,Web,Yes,NA
RIDE102584,2023-10-27 19:09:00,USER9810,Bangalore,Auto,15.06,23.4,97.59,171.08,3,Completed,UPI,DR00673,3.7,1.2,No,19:09,Foggy,Web,No,NA
RIDE102585,2023-11-19 03:13:00,USER1859,Mumbai,SUV,15.99,27.4,110.29,198.47,3,Completed,Cash,DR00583,3.2,1.0,No,03:13,Rainy,Android,Yes,NA
RIDE102586,2023-06-08 04:37:00,USER8107,Mumbai,Bike,2.72,22.7,69.31,78.74,1,Completed,Cash,DR00188,7.8,1.5,Yes,04:37,Clear,Android,No,NA
RIDE102587,2023-03-05 02:58:00,USER9329,Delhi,Bike,17.38,70.0,79.13,147.89,1,Cancelled,Wallet,DR00530,9.4,1.0,No,02:58,Cloudy,Web,No,User
RIDE102588,2023-03-15 03:45:00,USER9584,Hyderabad,Bike,6.81,85.6,57.74,77.4,2,Completed,Cash,DR00193,9.2,1.2,No,03:45,Clear,Web,Yes,NA
RIDE102589,2023-04-12 22:54:00,USER3921,Pune,Bike,18.13,65.9,147.52,281.25,4,Cancelled,Cash,DR00944,1.8,1.0,Yes,22:54,Rainy,iOS,Yes,System
RIDE102590,2023-03-31 16:19:00,USER9335,Mumbai,Bike,20.74,79.9,89.64,182.6,1,Completed,Card,DR00142,5.3,1.0,Yes,16:19,Clear,iOS,No,NA
RIDE102591,2023-10-07 15:26:00,USER7075,Chennai,Sedan,20.3,59.3,149.53,301.3,2,Completed,Card,DR00399,1.4,1.0,No,15:26,Cloudy,Web,No,NA
RIDE102592,2023-09-13 23:31:00,USER1732,Bangalore,Bike,14.26,38.0,88.77,152.06,3,Completed,Wallet,DR00243,9.6,1.5,Yes,23:31,Clear,Android,Yes,NA
RIDE102593,2023-11-09 16:06:00,USER4514,Hyderabad,Sedan,13.48,41.2,56.37,94.36,4,Completed,UPI,DR00138,2.5,1.2,Yes,16:06,Clear,Web,No,NA
RIDE102594,2023-08-18 00:20:00,USER2616,Chennai,SUV,4.43,11.4,90.89,111.02,2,Completed,Card,DR00557,2.4,1.2,No,00:20,Clear,Android,No,NA
RIDE102595,2023-04-12 19:42:00,USER8491,Pune,SUV,19.61,7.7,34.75,68.82,1,Completed,Cash,DR00023,8.9,1.2,No,19:42,Foggy,Web,No,NA
RIDE102596,2023-06-30 10:22:00,USER4042,Mumbai,Sedan,7.51,64.1,138.57,190.6,1,Cancelled,Wallet,DR00767,9.7,2.0,No,10:22,Clear,Web,Yes,User
RIDE102597,2023-07-21 16:21:00,USER4630,Mumbai,Auto,12.92,42.3,128.23,211.07,4,Completed,UPI,DR00535,7.1,1.0,Yes,16:21,Clear,iOS,No,NA
RIDE102598,2023-03-03 08:21:00,USER6247,Hyderabad,Auto,7.82,51.9,117.1,162.89,5,Completed,Card,DR00848,1.6,1.2,No,08:21,Rainy,iOS,Yes,NA
RIDE102599,2023-06-30 17:01:00,USER2195,Bangalore,Bike,4.21,52.4,103.18,124.9,5,Completed,Wallet,DR00374,5.1,1.2,Yes,17:01,Rainy,Web,No,NA
RIDE102600,2023-07-27 11:21:00,USER4335,Delhi,Auto,16.11,28.6,99.58,179.79,1,Completed,UPI,DR00553,8.3,1.5,No,11:21,Clear,Android,Yes,NA
